ID,authors,year,S1. Country,Cognitive,Adaptive functioning,Social-Communication,Linguistic,Outcome term,Group Type,Mean,SD,N,Treatment,Control,M1,SD1,N1,M2,SD2,N2,m1-m2,pooled sd,Cohens_d
122,"Pereda, Maciel Andrea",2013,Canada,0,0,0,1,KBIT – Matrices Standard Score,ASDM,111,9.67,8,ASDB,ASDM,102.67,17.28,6,111,9.67,8,-8.33,13.37770004,-0.622678037
122,"Pereda, Maciel Andrea",2013,Canada,0,0,0,1,KBIT – Matrices Standard Score,ASDB,102.67,17.28,6,,,,,,,,,0,0,
123,"Ohashi, J. K., Mirenda, P., Marinova-Todd, S., Hambly, C., Fombonne, E., Szatmari, P., Volden, J. (2012).",2012,Canada,0,0,0,1,ADI-R age of first words (mo),ASDB,22.55,7.3,20,ASDB,ASDM,22.55,7.3,20,20.69,7.33,40,1.86,7.320185955,0.254091906
123,"Ohashi, J. K., Mirenda, P., Marinova-Todd, S., Hambly, C., Fombonne, E., Szatmari, P., Volden, J. (2012).",2012,Canada,0,0,0,1,ADI-R age of first words (mo),ASDM,20.69,7.33,40,,,,,,,,,0,0,
123,"Ohashi, J. K., Mirenda, P., Marinova-Todd, S., Hambly, C., Fombonne, E., Szatmari, P., Volden, J. (2012).",2012,Canada,0,0,0,1,ADI-R age of first phrases (mo),ASDB,29.64,7.65,20,ASDB,ASDM,29.64,7.65,20,31,6.95,40,-1.36,7.186823431,-0.189235204
123,"Ohashi, J. K., Mirenda, P., Marinova-Todd, S., Hambly, C., Fombonne, E., Szatmari, P., Volden, J. (2012).",2012,Canada,0,0,0,1,ADI-R age of first phrases (mo),ASDM,31,6.95,40,,,,,,,,,0,0,
123,"Ohashi, J. K., Mirenda, P., Marinova-Todd, S., Hambly, C., Fombonne, E., Szatmari, P., Volden, J. (2012).",2012,Canada,0,0,1,1,ADOS communication scores,ASDB,4.95,1.43,20,ASDB,ASDM,4.95,1.43,20,5.6,1.55,40,-0.65,1.511739122,-0.429968366
123,"Ohashi, J. K., Mirenda, P., Marinova-Todd, S., Hambly, C., Fombonne, E., Szatmari, P., Volden, J. (2012).",2012,Canada,0,0,1,1,ADOS communication scores,ASDM,5.6,1.55,40,,,,,,,,,0,0,
127,"Sendhilnathan, S., & Chengappa, S. K.",2020,Singapore,0,0,0,1,MLU pre,ASDB,4.545,0.7722,20,ASDB,ASDM,4.545,0.7722,20,3.865,0.46823,20,0.68,0.638565648,1.064886598
127,"Sendhilnathan, S., & Chengappa, S. K.",2020,Singapore,0,0,0,1,MLU pre,ASDM,3.865,0.46823,20,,,,,,,,,0,0,
127,"Sendhilnathan, S., & Chengappa, S. K.",2020,Singapore,0,0,0,1,MLU post,ASDB,6.02,0.41371,20,ASDB,ASDM,6.02,0.41371,20,5.255,0.72291,20,0.765,0.588963001,1.298893138
127,"Sendhilnathan, S., & Chengappa, S. K.",2020,Singapore,0,0,0,1,MLU post,ASDM,5.255,0.72291,20,,,,,,,,,0,0,
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Total number of utterances,TDM,10.6,3.57,5,ASDB,ASDM,18.4,6.3,5,14.8,4.86,5,3.6,5.626259859,0.639856688
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Total number of utterances,TDB,18.4,5.94,5,ASDB,TDB,18.4,6.3,5,18.4,5.94,5,0,6.122646487,0
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Total number of utterances,ASDM,14.8,4.86,5,ASDM,TDM,14.8,4.86,5,10.6,3.57,5,4.2,4.264064962,0.984975613
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Total number of utterances,ASDB,18.4,6.3,5,ASDM,TDB,14.8,4.86,5,18.4,5.94,5,-3.6,5.426932835,-0.663358127
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Total number of words,TDM,88.8,27.75,5,ASDB,ASDM,85.2,25.69,5,67.4,16.72,5,17.8,21.67411475,0.821256149
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Total number of words,TDB,99.6,66.81,5,ASDB,TDB,85.2,25.69,5,99.6,66.81,5,-14.4,50.61399115,-0.284506313
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Total number of words,ASDM,67.4,16.72,5,ASDM,TDM,67.4,16.72,5,88.8,27.75,5,-21.4,22.90874178,-0.93414122
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Total number of words,ASDB,85.2,25.69,5,ASDM,TDB,67.4,16.72,5,99.6,66.81,5,-32.2,48.69873972,-0.661208076
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Macrostructure score,TDM,7.8,0.19,5,ASDB,ASDM,6.53,1.54,5,6.74,0.6,5,-0.21,1.168674463,-0.179690758
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Macrostructure score,TDB,7.6,0.55,5,ASDB,TDB,6.53,1.54,5,7.6,0.55,5,-1.07,1.156308782,-0.925358361
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Macrostructure score,ASDM,6.74,0.6,5,ASDM,TDM,6.74,0.6,5,7.8,0.19,5,-1.06,0.445028089,-2.381872125
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Macrostructure score,ASDB,6.53,1.54,5,ASDM,TDB,6.74,0.6,5,7.6,0.55,5,-0.86,0.575543222,-1.494240515
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Macrostructure score,TDM,8.53,1.26,5,ASDB,ASDM,6.8,1.54,5,6.33,2.01,5,0.47,1.79048876,0.262498157
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Microstructure score,TDB,7.4,1.82,5,ASDB,TDB,6.8,1.54,5,7.4,1.82,5,-0.6,1.685823241,-0.355909199
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Microstructure score,ASDM,6.33,2.01,5,ASDM,TDM,6.33,2.01,5,8.53,1.26,5,-2.2,1.677453427,-1.311511822
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Microstructure score,ASDB,6.8,1.54,5,ASDM,TDB,6.33,2.01,5,7.4,1.82,5,-1.07,1.917354949,-0.558060468
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Linguistic,TDM,1.07,0.86,5,ASDB,ASDM,0.24,0.3,5,0.53,0.18,5,-0.29,0.247386338,-1.172255521
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Linguistic,TDB,0.8,0.73,5,ASDB,TDB,0.24,0.3,5,0.8,0.73,5,-0.56,0.558077056,-1.003445661
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Linguistic,ASDM,0.53,0.18,5,ASDM,TDM,0.53,0.18,5,1.07,0.86,5,-0.54,0.621288983,-0.869160753
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,0,0,0,1,Linguistic,ASDB,0.24,0.3,5,ASDM,TDB,0.53,0.18,5,0.8,0.73,5,-0.27,0.53164838,-0.507854458
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,1,0,0,0,Non-linguistic,TDM,0.8,0.69,5,ASDB,ASDM,0.87,0.51,5,0.87,0.93,5,0,0.75,0
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,1,0,0,0,Non-linguistic,TDB,0.93,0.64,5,ASDB,TDB,0.87,0.51,5,0.93,0.64,5,-0.06,0.57866225,-0.103687427
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,1,0,0,0,Non-linguistic,ASDM,0.87,0.93,5,ASDM,TDM,0.87,0.93,5,0.8,0.69,5,0.07,0.818840644,0.085486719
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,1,0,0,0,Non-linguistic,ASDB,0.87,0.51,5,ASDM,TDB,0.87,0.93,5,0.93,0.64,5,-0.06,0.7982794,-0.075161654
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,1,0,0,0,Mental state terms,TDM,0.67,0.47,5,ASDB,ASDM,0.13,0.3,5,0.33,0.47,5,-0.2,0.39427148,-0.50726469
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,1,0,0,0,Mental state terms,TDB,0.8,0.56,5,ASDB,TDB,0.13,0.3,5,0.8,0.56,5,-0.67,0.449221549,-1.491468968
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,1,0,0,0,Mental state terms,ASDM,0.33,0.47,5,ASDM,TDM,0.33,0.47,5,0.67,0.47,5,-0.34,0.47,-0.723404255
131,"Hoang H., Gonzalez-Barrero A.M., Nadig A.",2018,Canada,1,0,0,0,Mental state terms,ASDB,0.13,0.3,5,ASDM,TDB,0.33,0.47,5,0.8,0.56,5,-0.47,0.516962281,-0.909157239
