ID,authors,year,S1. Country,Cognitive,Adaptive functioning,Social-Communication,Linguistic,Outcome term,Group Type,Mean,SD,N,Treatment,Control,M1,SD1,N1,M2,SD2,N2,m1-m2,pooled sd,Cohens_d
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,0,1,1,MSEL Expressive Language Raw Score,ASDMSP,13.52,4.86,86,,,,,,,,,0,0,
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,0,1,0,VABS-3 Receptive Communication Raw Score,ASDB,26.35,12.67,120,ASDB,ASDM,26.35,12.67,120,22.71,12.59,147,3.64,12.62598723,0.288294288
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,0,1,0,VABS-3 Receptive Communication Raw Score,ASDM,22.71,12.59,147,ASDB,ASDM,26.35,12.67,120,22.57,11.67,86,3.78,12.26324726,0.308238097
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,0,1,0,VABS-3 Receptive Communication Raw Score,ASDMSP,22.57,11.67,86,,,,,,,,,0,0,
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,0,1,0,VABS-3 Expressive Communication Raw Score,ASDB,21.93,9.55,120,ASDB,ASDM,21.93,9.55,120,20.95,12.48,147,0.98,11.25898482,0.087041595
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,0,1,0,VABS-3 Expressive Communication Raw Score,ASDM,20.95,12.48,147,ASDB,ASDM,21.93,9.55,120,18.26,8.99,86,3.67,9.320756407,0.393744868
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,0,1,0,VABS-3 Expressive Communication Raw Score,ASDMSP,18.26,8.99,86,,,,,,,,,0,0,
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,0,1,0,ADOS-2 Social Affect Algorithm,ASDB,14.69,4.14,120,ASDB,ASDM,14.69,4.14,120,15.29,3.67,147,-0.6,3.888091058,-0.154317373
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,0,1,0,ADOS-2 Social Affect Algorithm,ASDM,15.29,3.67,147,ASDB,ASDM,14.69,4.14,120,14.43,4.16,86,0.26,4.148345052,0.062675596
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,0,1,0,ADOS-2 Social Affect Algorithm,ASDMSP,14.43,4.16,86,,,,,,,,,0,0,
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,1,1,0,VABS-3 Play and Leisure Raw Score,ASDB,12.56,6.28,120,ASDB,ASDM,12.56,6.28,120,10.09,3.92,147,2.47,5.116257477,0.482774765
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,1,1,0,VABS-3 Play and Leisure Raw Score,ASDM,10.09,3.92,147,ASDB,ASDM,12.56,6.28,120,12.91,6.42,86,-0.35,6.338709122,-0.05521629
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,1,1,0,VABS-3 Play and Leisure Raw Score,ASDMSP,12.91,6.42,86,,,,,,,,,0,0,
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,1,1,0,VABS-3 Coping Skills Raw Score,ASDB,10.9,6.57,120,ASDB,ASDM,10.9,6.57,120,9.16,3.32,147,1.74,5.045413946,0.34486764
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,1,1,0,VABS-3 Coping Skills Raw Score,ASDM,9.16,3.32,147,ASDB,ASDM,10.9,6.57,120,10.07,6.25,86,0.83,6.438599744,0.128910017
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,1,1,0,VABS-3 Coping Skills Raw Score,ASDMSP,10.07,6.25,86,,,,,,,,,0,0,
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,0,1,0,VABS-3 Interpersonal Relationships Raw Score,ASDB,26.72,7.11,120,ASDB,ASDM,26.72,7.11,120,25.16,6.55,147,1.56,6.807172937,0.229170026
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,0,1,0,VABS-3 Interpersonal Relationships Raw Score,ASDM,25.16,6.55,147,ASDB,ASDM,26.72,7.11,120,24.87,7.9,86,1.85,7.449355118,0.248343645
94,"Hastedt, Ingrid ; Eisenhower, Abbey ; Sheldrick, R. Christopher ; Carter, Alice S.",2023,US,0,0,1,0,VABS-3 Interpersonal Relationships Raw Score,ASDMSP,24.87,7.9,86,,,,,,,,,0,0,
95,"Siyambalapitiya S., Paynter J., Nair V.K.K., Reuterskiöld C., Tucker M., Trembath D.",2022,Australia,0,0,0,0,Autism Characteristics (SCQ),ASDM,19.27,5.47,60,ASDB,ASDM,17.82,5.26,60,19.27,5.47,60,-1.45,5.366027395,-0.270218524
95,"Siyambalapitiya S., Paynter J., Nair V.K.K., Reuterskiöld C., Tucker M., Trembath D.",2022,Australia,0,0,0,0,Autism Characteristics (SCQ),ASDB,17.82,5.26,60,,,,,,,,,0,0,
95,"Siyambalapitiya S., Paynter J., Nair V.K.K., Reuterskiöld C., Tucker M., Trembath D.",2022,Australia,0,0,1,1,Receptive Language (MSEL DQ),ASDM,41.36,20.31,60,ASDB,ASDM,32.17,17.1,60,41.36,20.31,60,-9.19,18.77373298,-0.489513727
95,"Siyambalapitiya S., Paynter J., Nair V.K.K., Reuterskiöld C., Tucker M., Trembath D.",2022,Australia,0,0,1,1,Receptive Language (MSEL DQ),ASDB,32.17,17.1,60,,,,,,,,,0,0,
95,"Siyambalapitiya S., Paynter J., Nair V.K.K., Reuterskiöld C., Tucker M., Trembath D.",2022,Australia,0,0,1,1,Expressive Language (MSEL DQ),ASDM,42.14,22.06,60,ASDB,ASDM,36.82,15.36,60,42.14,22.06,60,-5.32,19.00754061,-0.279888919
95,"Siyambalapitiya S., Paynter J., Nair V.K.K., Reuterskiöld C., Tucker M., Trembath D.",2022,Australia,0,0,1,1,Expressive Language (MSEL DQ),ASDB,36.82,15.36,60,,,,,,,,,0,0,
95,"Siyambalapitiya S., Paynter J., Nair V.K.K., Reuterskiöld C., Tucker M., Trembath D.",2022,Australia,0,0,1,0,Parent-rated Communication (VABS),ASDM,66.81,13.4,60,ASDB,ASDM,63.22,15.12,60,66.81,13.4,60,-3.59,14.28590914,-0.251296572
95,"Siyambalapitiya S., Paynter J., Nair V.K.K., Reuterskiöld C., Tucker M., Trembath D.",2022,Australia,0,0,1,0,Parent-rated Communication (VABS),ASDB,63.22,15.12,60,,,,,,,,,0,0,
95,"Siyambalapitiya S., Paynter J., Nair V.K.K., Reuterskiöld C., Tucker M., Trembath D.",2022,Australia,0,1,1,0,Parent-rated Socialisation (VABS),ASDM,71.27,10.25,60,ASDB,ASDM,66.82,8.59,60,71.27,10.25,60,-4.45,9.456495122,-0.470576037
95,"Siyambalapitiya S., Paynter J., Nair V.K.K., Reuterskiöld C., Tucker M., Trembath D.",2022,Australia,0,1,1,0,Parent-rated Socialisation (VABS),ASDB,66.82,8.59,60,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,0,0,0,Verbal IQ,ASDB,93.11,18.57,53,ASDB,ASDM,93.11,18.57,53,101.42,19.43,106,-8.31,19.14943735,-0.433955309
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,0,0,0,Verbal IQ,ASDM,101.42,19.43,106,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Behavioral Regulation Index,ASDB,64.6,13.1,53,ASDB,ASDM,64.6,13.1,53,67.94,13.49,106,-3.34,13.3620888,-0.249960919
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Behavioral Regulation Index,ASDM,67.94,13.49,106,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,0,0,0,Metacognitive Index,ASDB,62.3,12.93,53,ASDB,ASDM,62.3,12.93,53,67.69,11.41,106,-5.39,11.93489913,-0.45161672
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,0,0,0,Metacognitive Index,ASDM,67.69,11.41,106,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,0,0,0,Global Executive Composite,ASDB,64.17,12.59,53,ASDB,ASDM,64.17,12.59,53,69.1,12,106,-4.93,12.19857494,-0.404145568
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,0,0,0,Global Executive Composite,ASDM,69.1,12,106,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Inhibit,ASDB,61.96,13.26,53,ASDB,ASDM,61.96,13.26,53,65.13,13.73,106,-3.17,13.57613345,-0.233497999
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Inhibit,ASDM,65.13,13.73,106,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Shift,ASDB,64.58,13.45,53,ASDB,ASDM,64.58,13.45,53,69.25,13.47,106,-4.67,13.46337909,-0.346866858
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Shift,ASDM,69.25,13.47,106,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Emotional control,ASDB,61.96,12.62,53,ASDB,ASDM,61.96,12.62,53,63.44,13.39,106,-1.48,13.13996658,-0.112633468
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Emotional control,ASDM,63.44,13.39,106,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Initiate,ASDB,60.15,12.8,53,ASDB,ASDM,60.15,12.8,53,64.26,11.52,106,-4.11,11.95913211,-0.343670424
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Initiate,ASDM,64.26,11.52,106,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Working memory,ASDB,63.57,12.09,53,ASDB,ASDM,63.57,12.09,53,67.58,10.31,106,-4.01,10.93170219,-0.366823019
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Working memory,ASDM,67.58,10.31,106,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Planning/organization,ASDB,62.49,13.61,53,ASDB,ASDM,62.49,13.61,53,66.99,12.14,106,-4.5,12.64581883,-0.355848843
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Planning/organization,ASDM,66.99,12.14,106,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Organization of materials,ASDB,53.47,11.09,53,ASDB,ASDM,53.47,11.09,53,59.21,10.77,106,-5.74,10.87703,-0.527717585
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Organization of materials,ASDM,59.21,10.77,106,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Monitor,ASDB,61.04,13.16,53,ASDB,ASDM,61.04,13.16,53,66.44,11.81,106,-5.4,12.27359075,-0.439969045
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,1,1,0,0,Monitor,ASDM,66.44,11.81,106,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,,,,,Withdrawn/depressed,ASDB,62.12,9.33,51,ASDB,ASDM,62.12,9.33,51,64.5,9.51,98,-2.38,9.449160313,-0.251874232
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,,,,,Withdrawn/depressed,ASDM,64.5,9.51,98,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,0,1,1,0,Social problems,ASDB,63.49,7.49,51,ASDB,ASDM,63.49,7.49,51,66.16,9.6,98,-2.67,8.938385083,-0.298711677
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,0,1,1,0,Social problems,ASDM,66.16,9.6,98,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,0,1,1,0,Thought problems,ASDB,62.55,8.13,51,ASDB,ASDM,62.55,8.13,51,67.87,9.66,98,-5.32,9.16828985,-0.580260887
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,0,1,1,0,Thought problems,ASDM,67.87,9.66,98,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,0,1,1,0,Rule-breaking behavior,ASDB,56.92,7.22,51,ASDB,ASDM,56.92,7.22,51,57.11,6.92,98,-0.19,7.023478991,-0.02705212
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,0,1,1,0,Rule-breaking behavior,ASDM,57.11,6.92,98,,,,,,,,,0,0,
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,0,1,1,0,Aggressive behavior,ASDB,60,8.67,51,ASDB,ASDM,60,8.67,51,62.84,10.51,98,-2.84,9.922514322,-0.286217778
98,"Ratto A. B., Reimann G., Nadwodny N.",2022,US,0,1,1,0,Aggressive behavior,ASDM,62.84,10.51,98,,,,,,,,,0,0,
99,"""Ge H  Lee AKL  Yuen HK  Liu F  Yip V""",2023,Hong Kong - China,1,0,0,0,Working memory,ASDB,5.05,2.11,24,ASDB,ASDM,5.05,2.11,24,5.65,1.9,18,-0.6,2.023414812,-0.296528421
99,"""Ge H  Lee AKL  Yuen HK  Liu F  Yip V""",2023,Hong Kong - China,1,0,0,0,Working memory,ASDM,5.65,1.9,18,ASDB,TDB,5.05,2.11,24,5.31,2.31,42,-0.26,2.240181354,-0.116062032
99,"""Ge H  Lee AKL  Yuen HK  Liu F  Yip V""",2023,Hong Kong - China,1,0,0,0,Working memory,TDB,5.31,2.31,42,ASDM,TDM,5.65,1.9,18,4.82,1.6,14,0.83,1.776231967,0.46728131
99,"""Ge H  Lee AKL  Yuen HK  Liu F  Yip V""",2023,Hong Kong - China,1,0,0,0,Working memory,TDM,4.82,1.6,14,ASDM,TDB,5.65,1.9,18,5.31,2.31,42,0.34,2.197765715,0.154702568
99,"""Ge H  Lee AKL  Yuen HK  Liu F  Yip V""",2023,Hong Kong - China,0,0,0,1,Cantonese L1 vocabulary,ASDB,59,5.88,24,ASDB,ASDM,59,5.88,24,59.44,6.03,18,-0.44,5.944212521,-0.07402158
99,"""Ge H  Lee AKL  Yuen HK  Liu F  Yip V""",2023,Hong Kong - China,0,0,0,1,Cantonese L1 vocabulary,ASDM,59.44,6.03,18,ASDB,TDB,59,5.88,24,60.54,4.04,42,-1.54,4.783429732,-0.321944731
99,"""Ge H  Lee AKL  Yuen HK  Liu F  Yip V""",2023,Hong Kong - China,0,0,0,1,Cantonese L1 vocabulary,TDB,60.54,4.04,42,ASDM,TDM,59.44,6.03,18,60.46,2.93,14,-1.02,4.932000946,-0.206812612
99,"""Ge H  Lee AKL  Yuen HK  Liu F  Yip V""",2023,Hong Kong - China,0,0,0,1,Cantonese L1 vocabulary,TDM,60.46,2.93,14,ASDM,TDB,59.44,6.03,18,60.54,4.04,42,-1.1,4.711176916,-0.233487305
99,"""Ge H  Lee AKL  Yuen HK  Liu F  Yip V""",2023,Hong Kong - China,0,1,1,0,ADOS-2 total score,ASDB,8.34,0.98,24,ASDB,ASDM,8.34,0.98,24,8.57,0.86,18,-0.23,0.930892045,-0.247074837
99,"""Ge H  Lee AKL  Yuen HK  Liu F  Yip V""",2023,Hong Kong - China,0,1,1,0,ADOS-2 total score,ASDM,8.57,0.86,18,,,,,,,,,0,0,
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Word recall,TDM,6.28,2.78,50,ASDB,ASDM,8.36,3.78,50,5.26,2.26,50,3.1,3.114161203,0.995452643
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Word recall,TDB,7.64,3.27,50,ASDB,TDB,8.36,3.78,50,7.64,3.27,50,0.72,3.534211369,0.20372296
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Word recall,ASDM,5.26,2.26,50,ASDM,TDM,5.26,2.26,50,6.28,2.78,50,-1.02,2.533377193,-0.402624608
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Word recall,ASDB,8.36,3.78,50,ASDM,TDB,5.26,2.26,50,7.64,3.27,50,-2.38,2.810738337,-0.846752602
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Block level,TDM,1.22,0.76,50,ASDB,ASDM,1.86,0.97,50,1.34,1.14,50,0.52,1.058418632,0.491298985
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Block level,TDB,1.66,0.8,50,ASDB,TDB,1.86,0.97,50,1.66,0.8,50,0.2,0.88907255,0.22495352
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Block level,ASDM,1.34,1.14,50,ASDM,TDM,1.34,1.14,50,1.22,0.76,50,0.12,0.968813708,0.123862822
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Block level,ASDB,1.86,0.97,50,ASDM,TDB,1.34,1.14,50,1.66,0.8,50,-0.32,0.98478424,-0.324944274
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Semantic judgment,TDM,9.86,3.45,50,ASDB,ASDM,11.58,4.73,50,8.48,4.73,50,3.1,4.73,0.655391121
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Semantic judgment,TDB,11,3.94,50,ASDB,TDB,11.58,4.73,50,11,3.94,50,0.58,4.352958764,0.133242705
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Semantic judgment,ASDM,8.48,4.73,50,ASDM,TDM,8.48,4.73,50,9.86,3.45,50,-1.38,4.139770525,-0.333351811
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Semantic judgment,ASDB,11.58,4.73,50,ASDM,TDB,8.48,4.73,50,11,3.94,50,-2.52,4.352958764,-0.57891658
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Word recall,TDM,12.18,2,50,ASDB,ASDM,10.6,3.52,50,8.6,2.78,50,2,3.171655719,0.630585466
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Word recall,TDB,12.48,1.61,50,ASDB,TDB,10.6,3.52,50,12.48,1.61,50,-1.88,2.737014797,-0.686879736
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Word recall,ASDM,8.6,2.78,50,ASDM,TDM,8.6,2.78,50,12.18,2,50,-3.58,2.421611034,-1.478354678
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Word recall,ASDB,10.6,3.52,50,ASDM,TDB,8.6,2.78,50,12.48,1.61,50,-3.88,2.271618366,-1.708033382
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after transitives,TDM,3.6,0.67,50,ASDB,ASDM,2.96,1.05,50,2.28,1.07,50,0.68,1.060047169,0.641480889
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after transitives,TDB,3.74,0.49,50,ASDB,TDB,2.96,1.05,50,3.74,0.49,50,-0.78,0.819328994,-0.951998533
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after transitives,ASDM,2.28,1.07,50,ASDM,TDM,2.28,1.07,50,3.6,0.67,50,-1.32,0.892692556,-1.478672574
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after transitives,ASDB,2.96,1.05,50,ASDM,TDB,2.28,1.07,50,3.74,0.49,50,-1.46,0.832165849,-1.754457963
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after passives,TDM,2.66,0.98,50,ASDB,ASDM,2.24,1.22,50,2.22,0.97,50,0.02,1.10211161,0.018146982
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after passives,TDB,2.7,1.09,50,ASDB,TDB,2.24,1.22,50,2.7,1.09,50,-0.46,1.156827558,-0.397639213
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after passives,ASDM,2.22,0.97,50,ASDM,TDM,2.22,0.97,50,2.66,0.98,50,-0.44,0.97501282,-0.451276117
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after passives,ASDB,2.24,1.22,50,ASDM,TDB,2.22,0.97,50,2.7,1.09,50,-0.48,1.031746093,-0.465230742
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after subject relatives,TDM,3,0.9,50,ASDB,ASDM,2.76,1.35,50,2.08,0.97,50,0.68,1.175457358,0.578498229
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after subject relatives,TDB,2.98,0.87,50,ASDB,TDB,2.76,1.35,50,2.98,0.87,50,-0.22,1.135649594,-0.193721726
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after subject relatives,ASDM,2.08,0.97,50,ASDM,TDM,2.08,0.97,50,3,0.9,50,-0.92,0.935654851,-0.983268562
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after subject relatives,ASDB,2.76,1.35,50,ASDM,TDB,2.08,0.97,50,2.98,0.87,50,-0.9,0.921357694,-0.976819324
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after object relatives,TDM,2.92,0.88,50,ASDB,ASDM,2.64,0.85,50,2.02,1.04,50,0.62,0.949763128,0.652794346
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after object relatives,TDB,3.06,0.87,50,ASDB,TDB,2.64,0.85,50,3.06,0.87,50,-0.42,0.860058138,-0.48833908
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after object relatives,ASDM,2.02,1.04,50,ASDM,TDM,2.02,1.04,50,2.92,0.88,50,-0.9,0.963327566,-0.934261648
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Recall after object relatives,ASDB,2.64,0.85,50,ASDM,TDB,2.02,1.04,50,3.06,0.87,50,-1.04,0.95877526,-1.084717183
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Sentence comprehension,TDM,12.12,2.29,50,ASDB,ASDM,9.52,2.71,50,9.28,2.75,50,0.24,2.730073259,0.087909729
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Sentence comprehension,TDB,10.2,2.36,50,ASDB,TDB,9.52,2.71,50,10.2,2.36,50,-0.68,2.541033254,-0.267607674
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Sentence comprehension,ASDM,9.28,2.75,50,ASDM,TDM,9.28,2.75,50,12.12,2.29,50,-2.84,2.530474264,-1.122319259
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Sentence comprehension,ASDB,9.52,2.71,50,ASDM,TDB,9.28,2.75,50,10.2,2.36,50,-0.92,2.562430487,-0.35903413
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 1,TDM,5.18,0.66,50,ASDB,ASDM,4.78,1.18,50,4.58,1.11,50,0.2,1.14553481,0.174590941
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 1,TDB,5.48,0.79,50,ASDB,TDB,4.78,1.18,50,4.06,1.22,50,0.72,1.200166655,0.599916684
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 1,ASDM,4.58,1.11,50,ASDM,TDM,4.58,1.11,50,5.18,0.66,50,-0.6,0.913153875,-0.657063411
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 1,ASDB,4.78,1.18,50,ASDM,TDB,4.58,1.11,50,4.06,1.22,50,0.52,1.166297561,0.445855344
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 2,TDM,4.06,1.22,50,ASDB,ASDM,4.08,1.37,50,2.26,1.1,50,1.82,1.242356632,1.46495777
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 2,TDB,4.26,1.37,50,ASDB,TDB,4.08,1.37,50,4.26,1.37,50,-0.18,1.37,-0.131386861
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 2,ASDM,2.26,1.1,50,ASDM,TDM,2.26,1.1,50,4.06,1.22,50,-1.8,1.161550688,-1.549652563
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 2,ASDB,4.08,1.37,50,ASDM,TDB,2.26,1.1,50,4.26,1.37,50,-2,1.242356632,-1.609843703
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 3,TDM,3.8,1.21,50,ASDB,ASDM,3.74,1.69,50,1.72,0.73,50,2.02,1.301729619,1.551781546
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 3,TDB,4.16,1.33,50,ASDB,TDB,3.74,1.69,50,4.16,1.33,50,-0.42,1.520690633,-0.276190299
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 3,ASDM,1.72,0.73,50,ASDM,TDM,1.72,0.73,50,3.8,1.21,50,-2.08,0.999249719,-2.081561757
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 3,ASDB,3.74,1.69,50,ASDM,TDB,1.72,0.73,50,4.16,1.33,50,-2.44,1.072800075,-2.274421915
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 4,TDM,5.86,0.61,50,ASDB,ASDM,5.74,1.01,50,5.1,1.05,50,0.64,1.030194156,0.621242118
101,"Peristeri E., Vogelzang M., Tsimpli M.",2021,Greece,1,0,0,0,Proactive Interference Task -Score list 4,TDB,6.12,0.8,50,ASDB,TDB,5.74,1.01,50,6.12,0.8,50,-0.38,0.911070799,-0.417091625
